Column1;Column2;Column3;Column4;Column5;Column6;;;;;
140;3555970153115453;4287 Susan Crossing;$9.09;Lamb - Whole, Frozen;1706177727;;;;;
176;3545564063109657;8 Monterey Point;$9.32;Fruit Mix - Light;1706177727;;;;;
71;30127179472977;6 Melvin Parkway;$8.88;Eggplant - Baby;1706177727;;;;;
73;3528176783116275;5 Burrows Court;$4.06;Wine - White Pelee Island;1706177727;;;;;
80;201984893504813;992 Pleasure Pass;$6.05;Venison - Liver;1706177727;;;;;
103;675993533390316113;8 Barnett Trail;$6.73;Corn Meal;1706177728;;;;;
173;3548898959457466;88195 Portage Avenue;$9.61;Table Cloth 62x114 White;1706177728;;;;;
48;6759902770220035010;6 Talmadge Point;$0.39;Mustard Prepared;1706177728;;;;;
108;3551922088702487;8 Petterle Park;$1.72;Turkey - Whole, Fresh;1706177729;;;;;
130;5002357215880759;4285 Mayer Point;$4.84;Bar - Granola Trail Mix Fruit Nut;1706177729;;;;;
152;3543977764879711;28 Shelley Center;$8.22;Sour Cream;1706177729;;;;;
103;06048104502193734;2 Division Place;$6.42;Beef - Montreal Smoked Brisket;1706177730;;;;;
113;5420730129124593;8047 Washington Street;$5.74;Wine - Magnotta - Red, Baco;1706177730;;;;;
86;3531692732021205;52853 Bowman Circle;$8.11;Blackberries;1706177730;;;;;
90;4508352029762352;190 Jenna Point;$2.81;Gatorade - Xfactor Berry;1706177730;;;;;
128;560225571743858799;48 Burrows Place;$3.17;Tomato Paste;1706177731;;;;;
152;3541366244278649;6210 2nd Place;$1.96;Cardamon Seed / Pod;1706177731;;;;;
175;3539943605622914;18 Rusk Trail;$2.08;Cherries - Fresh;1706177731;;;;;
188;4508323722922791;403 Gulseth Park;$1.34;Wine - Chenin Blanc K.w.v.;1706177731;;;;;
144;3528954994005648;2 Manitowish Road;$7.97;Mangostein;1706177732;;;;;
103;3532324689010044;1 Harper Parkway;$9.87;Pasta - Rotini, Dry;1706177733;;;;;
155;5038473121755635;11 Anzinger Way;$8.66;Muffin Batt - Carrot Spice;1706177733;;;;;
184;30359734456894;557 Redwing Drive;$1.69;Kiwi;1706177733;;;;;
48;3539874525662021;8 Corry Pass;$6.48;Flour - Buckwheat Dark;1706177733;;;;;
57;3568191690969394;4 Summer Ridge Drive;$1.14;Turkey - Ground. Lean;1706177733;;;;;
67;5010128126571849;859 4th Center;$4.45;Bread - Rosemary Focaccia;1706177733;;;;;
70;3538982046406892;807 Goodland Street;$7.50;Rum - Mount Gay Eclipes;1706177733;;;;;
130;5145432240372193;31 Clemons Hill;$9.64;Bacardi Limon;1706177734;;;;;
199;4026392539955297;3 Waywood Alley;$7.36;Muffin Batt - Ban Dream Zero;1706177734;;;;;
21;201795376259034;11 Cascade Crossing;$6.08;Bread - Rye;1706177734;;;;;
23;560223869031216924;02 Johnson Way;$6.97;Split Peas - Yellow, Dry;1706177734;;;;;
41;3528659706805546;98 Dennis Court;$8.24;Lid Coffeecup 12oz D9542b;1706177734;;;;;
56;5602257791829523;3 Lien Alley;$2.14;Coffee Cup 8oz 5338cd;1706177734;;;;;
93;5100130469191137;37 Lakewood Crossing;$8.37;Muffin - Bran Ind Wrpd;1706177734;;;;;
121;3577470989062973;605 Forster Hill;$2.11;Fish - Base Bouillion;1706177735;;;;;
98;5518348212524331;30444 Mitchell Terrace;$9.56;Pastry - Trippleberry Muffin - Mini;1706177735;;;;;
150;4917487942140610;74451 Aberg Street;$3.68;Beer - Steamwhistle;1706177736;;;;;
32;5010127986300448;6415 Pleasure Circle;$2.06;Beef Flat Iron Steak;1706177736;;;;;
183;3537539020761717;37 Ryan Crossing;$4.54;Lid - High Heat, Super Clear;1706177737;;;;;
43;3589274638127641;922 Elka Lane;$6.47;Spring Roll Veg Mini;1706177737;;;;;
62;3534869349922093;9 Anderson Lane;$9.45;Tea - Jasmin Green;1706177737;;;;;
199;3574372215129266;28 Granby Court;$2.08;Cucumber - Pickling Ontario;1706177738;;;;;
157;201601132471394;653 Brentwood Junction;$1.58;Syrup - Monin Amaretta;1706177739;;;;;
2;5610764612597429;33145 Schurz Circle;$2.59;Sauce - Demi Glace;1706177739;;;;;
60;374283902219567;4 Menomonie Plaza;$2.60;Table Cloth 54x54 Colour;1706177739;;;;;
30;3544602460100860;8 Declaration Hill;$0.03;Lamb Rack Frenched Australian;1706177740;;;;;
90;5185881204174055;132 Rowland Crossing;$0.62;Toamtoes 6x7 Select;1706177740;;;;;
105;3578726311551085;7 1st Avenue;$6.91;Chambord Royal;1706177741;;;;;
117;3533819303045119;18418 Aberg Park;$1.42;Jicama;1706177741;;;;;
161;3540903535689844;93 Petterle Street;$3.46;Bulgar;1706177741;;;;;
171;4632899658708;758 Transport Court;$2.21;Squid - U - 10 Thailand;1706177741;;;;;
24;201412680231671;91 Laurel Way;$8.64;Praline Paste;1706177741;;;;;
54;5602232182912824;97 Hansons Lane;$4.62;Mix - Cappucino Cocktail;1706177741;;;;;
55;5100175145281539;7 Cherokee Lane;$4.22;Wine - Montecillo Rioja Crianza;1706177741;;;;;
112;0604190522517988327;4656 Fallview Road;$5.68;Pepper - Paprika Hungarian;1706177742;;;;;
123;3575739154728283;4 Maple Park;$1.07;Curry Powder;1706177742;;;;;
136;67093954517605551;904 Bartillon Court;$8.85;Duck - Legs;1706177742;;;;;
23;5602233253446841;1 Gerald Road;$6.38;Veal - Insides, Grains;1706177742;;;;;
34;6378433848072587;329 Red Cloud Court;$6.72;Poppy Seed;1706177742;;;;;
101;5610489035209796;86 8th Point;$7.51;Bread - 10 Grain;1706177743;;;;;
141;347515793902262;0 Miller Terrace;$5.83;Coriander - Seed;1706177743;;;;;
191;3536603384931521;15 Derek Street;$9.68;Contreau;1706177743;;;;;
39;5602225506113736501;50 Montana Plaza;$4.16;Wine - Magnotta - Belpaese;1706177743;;;;;
160;3532681216715431;13 Havey Court;$6.40;Jolt Cola - Red Eye;1706177744;;;;;
112;5610266581673066;51 North Trail;$9.53;Kellogs All Bran Bars;1706177745;;;;;
161;676720267805586287;244 Westerfield Drive;$8.62;Cream - 10%;1706177745;;;;;
179;3550510872708736;5789 Elmside Crossing;$4.12;Rice - Wild;1706177745;;;;;
3;3543876658992673;03670 Miller Hill;$3.13;Beef - Rib Roast Cap On;1706177745;;;;;
50;5020452190828219894;5173 Westport Parkway;$0.10;Beef Tenderloin Aaa;1706177745;;;;;
60;5641829789713249574;91528 Fallview Place;$9.65;Wine - White, Cooking;1706177745;;;;;
1;372301262352372;494 Dawn Terrace;$7.18;Honey - Liquid;1706177746;;;;;
134;5602255450349567799;7 Merrick Alley;$2.10;Wine - Alsace Gewurztraminer;1706177746;;;;;
162;3541089451394996;1604 Kinsman Street;$0.25;Mint - Fresh;1706177746;;;;;
4;30019732216704;09431 Farragut Point;$6.28;Rice - Long Grain;1706177746;;;;;
8;6761657028865718;176 Sunbrook Trail;$4.36;Butter Balls Salted;1706177746;;;;;
81;3533160033638208;9271 Wayridge Road;$0.54;Mushroom - Chanterelle, Dry;1706177746;;;;;
108;3534022228880947;9065 Buell Alley;$2.52;Wine - Conde De Valdemar;1706177747;;;;;
141;5002353098880271;68 Badeau Crossing;$2.27;Pineapple - Canned, Rings;1706177747;;;;;
15;56108772515166756;04 Golf Course Alley;$0.84;Bar Energy Chocchip;1706177747;;;;;
27;4913197690177680;01 Morningstar Road;$7.51;Wine - White, Ej Gallo;1706177747;;;;;
31;3557372205728300;63 Dunning Place;$1.84;Appetizer - Assorted Box;1706177747;;;;;
97;5602243394943903;797 Crowley Street;$3.05;Beans - Navy, Dry;1706177747;;;;;
101;3565616046728642;424 Sutherland Road;$1.64;Puree - Raspberry;1706177748;;;;;
110;3560647001294754;2 Derek Terrace;$4.75;Dried Figs;1706177748;;;;;
135;3546798660598453;83 Arrowood Alley;$9.44;Veal - Round, Eye Of;1706177748;;;;;
174;30265644308176;733 Talmadge Alley;$6.93;Pork - Suckling Pig;1706177748;;;;;
94;5602210491800690;5 Carberry Center;$9.37;Cornstarch;1706177748;;;;;
129;3537712018432662;876 4th Avenue;$8.54;Onions - Dried Chopped;1706177749;;;;;
16;374283258625557;55582 Shasta Avenue;$5.13;Eggs - Extra Large;1706177750;;;;;
57;3575038060744629;34 Schmedeman Place;$7.35;Garlic - Primerba Paste;1706177750;;;;;
71;4917435870562628;8040 Kedzie Crossing;$6.31;Pork - Ground;1706177750;;;;;
112;4913350353224774;65 Melrose Way;$9.84;Liqueur Banana, Ramazzotti;1706177751;;;;;
131;6759237179795127168;4848 Park Meadow Place;$3.33;Wine - Gato Negro Cabernet;1706177751;;;;;
165;3581762826938678;8 Morrow Junction;$1.95;Corn Shoots;1706177751;;;;;
81;3529578536607717;09 Jana Center;$0.67;Spice - Greek 1 Step;1706177751;;;;;
200;5550370885156646;7 Thierer Junction;$4.40;Pepper - Black Crushed;1706177752;;;;;
73;560224562559011749;05932 Lunder Circle;$1.51;Aromat Spice / Seasoning;1706177752;;;;;
105;4913373467208434;239 Fulton Lane;$0.35;Ocean Spray - Kiwi Strawberry;1706177753;;;;;
129;4911044156146571;8036 La Follette Terrace;$4.31;Puree - Mocha;1706177753;;;;;
19;3561732244494491;9594 New Castle Terrace;$2.50;Oregano - Fresh;1706177753;;;;;
18;5319960499011054;53 Sachs Plaza;$7.02;Bacardi Raspberry;1706177754;;;;;
21;5893607359673945;8200 Stephen Crossing;$0.86;Soup - Cream Of Potato / Leek;1706177754;;;;;
33;201462853359049;80 Anthes Drive;$9.10;Sauce - Gravy Au Jus Mix;1706177754;;;;;
191;4612646221800206;738 Vernon Place;$9.51;Beans - Black Bean Dry;1706177755;;;;;
82;63044105828905342;07 Forster Circle;$7.71;Sauce - Rosee;1706177755;;;;;
104;67628226691055224;05424 Brown Lane;$1.93;Couscous;1706177756;;;;;
114;3562112600840372;82 Kings Pass;$4.07;Lamb Tenderloin Nz Fr;1706177756;;;;;
194;3576075140658782;287 Moose Alley;$0.05;Coffee - French Vanilla Frothy;1706177756;;;;;
58;5412229653613949;434 Talisman Lane;$6.90;Yucca;1706177756;;;;;
114;491160029845081369;7 Sycamore Terrace;$7.20;Isomalt;1706177757;;;;;
198;5131791949884824;08 Hanover Point;$4.37;Chip - Potato Dill Pickle;1706177757;;;;;
21;3543008131082480;79921 Florence Plaza;$0.49;Wine - Tribal Sauvignon;1706177757;;;;;
3;3541596212483108;78966 Forest Dale Parkway;$0.59;Wine - Crozes Hermitage E.;1706177757;;;;;
5;5359633685861910;88 Sunfield Hill;$1.56;Ham - Cooked Bayonne Tinned;1706177757;;;;;
114;6373200144603323;9522 Evergreen Place;$3.09;Chicken - Livers;1706177758;;;;;
197;3542330551884091;18 Cordelia Center;$7.84;Glass Clear 7 Oz Xl;1706177758;;;;;
46;6376496176879420;789 Forest Hill;$8.78;Beans - Kidney, Red Dry;1706177758;;;;;
58;337941658792162;17553 8th Alley;$2.99;Bread - Pita;1706177758;;;;;
75;3536917327818359;66802 Hoffman Court;$5.97;Eel - Smoked;1706177758;;;;;
4;3577696450558764;3892 Toban Junction;$0.50;Beef - Ground Lean Fresh;1706177759;;;;;
116;3548967879815994;7 Calypso Trail;$4.33;Tofu - Soft;1706177760;;;;;
178;30244322404847;6 Weeping Birch Center;$2.41;Oil - Grapeseed Oil;1706177760;;;;;
24;6762213728134870391;7613 Linden Lane;$0.48;Tomatoes;1706177760;;;;;
103;3552135923640973;5249 Messerschmidt Court;$3.53;Lentils - Green, Dry;1706177761;;;;;
116;3569640324379163;067 Service Terrace;$5.98;Tea - English Breakfast;1706177761;;;;;
177;3559186884635612;1 Toban Alley;$7.82;Pork - Back, Short Cut, Boneless;1706177761;;;;;
21;3558822735876523;6 Buhler Plaza;$8.29;Lid - 3oz Med Rec;1706177761;;;;;
103;4041378352568797;2 2nd Drive;$8.02;Muffin Batt - Carrot Spice;1706177762;;;;;
112;374622202696901;46901 Myrtle Point;$1.52;Grand Marnier;1706177762;;;;;
145;3577439360997263;171 Del Sol Circle;$9.26;Cinnamon Rolls;1706177762;;;;;
17;3559500988071179;47 Coolidge Alley;$3.48;Chicken - Wings, Tip Off;1706177762;;;;;
171;30383635721560;84 Kinsman Circle;$6.57;Sausage - Blood Pudding;1706177762;;;;;
187;374283624335329;82 Springview Center;$1.32;Gin - Gilbeys London, Dry;1706177762;;;;;
2;3555975765142274;3191 Sheridan Junction;$8.92;Pastry - Banana Muffin - Mini;1706177762;;;;;
105;3589458471539356;28 Welch Plaza;$8.17;Pepper - Orange;1706177763;;;;;
127;4903923070316388;10 Crescent Oaks Avenue;$9.48;Mushroom - Shitake, Fresh;1706177763;;;;;
149;30124292293547;1 Arkansas Place;$7.95;Yogurt - Raspberry, 175 Gr;1706177763;;;;;
165;3552402670523343;721 Mariners Cove Crossing;$8.71;Ecolab - Power Fusion;1706177763;;;;;
173;201745164980606;4323 Everett Trail;$0.47;Sauce - Thousand Island;1706177763;;;;;
198;58932613695839929;6406 Scott Point;$4.12;Juice - Clamato, 341 Ml;1706177763;;;;;
25;3550171710451540;522 Truax Circle;$3.69;Tart Shells - Sweet, 3;1706177763;;;;;
103;3537536884944645;0 Valley Edge Terrace;$7.85;Wine - Cousino Macul Antiguas;1706177764;;;;;
155;3566755734555831;66223 Coolidge Alley;$8.59;Bread - Mini Hamburger Bun;1706177764;;;;;
183;3543080714390655;64824 Mayfield Terrace;$2.36;Wine - Rosso Toscano Igt;1706177764;;;;;
67;3576886633069257;1508 Ludington Lane;$6.34;Soup - Campbells, Lentil;1706177764;;;;;
1;6381858697670617;7 Loomis Drive;$7.01;Peas Snow;1706177765;;;;;
108;3528169957912777;9 Coleman Point;$5.80;Pea - Snow;1706177765;;;;;
171;3547690644993075;73258 Warner Drive;$3.56;Wine - Riesling Alsace Ac 2001;1706177765;;;;;
176;560222265009231063;57 Hoepker Avenue;$9.53;Gingerale - Diet - Schweppes;1706177765;;;;;
184;502064047356584531;49 Union Avenue;$3.90;Table Cloth 72x144 White;1706177765;;;;;
21;676213254738042640;39902 Oneill Avenue;$9.59;Containter - 3oz Microwave Rect.;1706177765;;;;;
100;4903473385370271888;6369 Harper Trail;$8.71;Longos - Chicken Curried;1706177766;;;;;
185;67633563362679194;80 Spohn Way;$1.67;Tart Shells - Barquettes, Savory;1706177766;;;;;
187;3566022811567225;861 Milwaukee Court;$8.43;Chicken - Wings Tip Off;1706177766;;;;;
86;3530381340439212;6706 Caliangt Pass;$9.00;Nescafe - Frothy French Vanilla;1706177766;;;;;
10;56022219139150785;8 Buhler Way;$2.09;Veal - Inside, Choice;1706177767;;;;;
181;374288029350971;080 Anhalt Circle;$6.06;Scallops - 10/20;1706177767;;;;;
2;5007667070466667;65 Elka Park;$4.89;Arizona - Plum Green Tea;1706177767;;;;;
102;201806889360514;29068 Elmside Court;$6.23;Bread - Multigrain Oval;1706177768;;;;;
124;3558086978221652;61545 Jenna Center;$6.28;Quinoa;1706177768;;;;;
30;4844079482991078;78 Merchant Pass;$1.88;Mushroom - King Eryingii;1706177768;;;;;
52;5007663297265404;1934 Annamark Plaza;$5.74;Dc - Sakura Fu;1706177768;;;;;
99;6762165753600580;7 Oakridge Lane;$1.64;Pears - Bosc;1706177768;;;;;
22;3570825620183750;959 Bunker Hill Court;$2.80;Gherkin - Sour;1706177769;;;;;
56;5010129876648530;6181 Hanson Lane;$6.96;Chocolate - Feathers;1706177769;;;;;
6;3566816398450394;2984 John Wall Hill;$6.79;Juice - Grape, White;1706177769;;;;;
113;3532401966097058;66135 Summer Ridge Terrace;$2.60;Mustard - Pommery;1706177770;;;;;
167;6761205806112203082;95 Carberry Crossing;$6.76;Sauce - Hp;1706177770;;;;;
179;3546565822951437;683 Hudson Way;$8.53;Beef Ground Medium;1706177770;;;;;
19;63044489868924847;4327 Beilfuss Alley;$1.22;Wine - Fontanafredda Barolo;1706177770;;;;;
3;3549745212711222;877 Sullivan Way;$7.20;Broom And Broom Rack White;1706177770;;;;;
4;337941231876128;052 Center Point;$5.88;Tea - Herbal I Love Lemon;1706177770;;;;;
121;5048373171126836;32 Sheridan Terrace;$9.86;Worcestershire Sauce;1706177771;;;;;
194;3572443689064552;091 Quincy Street;$4.13;Mushroom - Chantrelle Fresh;1706177771;;;;;
199;5018288352330955;43 Stephen Alley;$8.90;Lettuce - Sea / Sea Asparagus;1706177771;;;;;
112;3584040984036172;84044 Sage Point;$3.89;Beef - Diced;1706177772;;;;;
146;5602259719179239;5 Longview Park;$4.58;Marjoram - Dried, Rubbed;1706177772;;;;;
154;4017952854594;45928 Eagle Crest Lane;$3.00;Currants;1706177772;;;;;
165;3554921536090773;6254 Jana Pass;$9.63;Lemonade - Strawberry 591 Ml;1706177772;;;;;
32;5464210327452606;4323 Upham Pass;$8.51;Towel Dispenser;1706177773;;;;;
40;3581635045995044;1838 Browning Pass;$3.66;Steampan - Half Size Shallow;1706177773;;;;;
69;5100173406048788;417 Namekagon Junction;$9.41;Octopus;1706177773;;;;;
14;201757195792702;93 Manufacturers Alley;$2.02;V8 Splash Strawberry Banana;1706177774;;;;;
1;5602252136162425;680 Schurz Street;$5.67;Calvados - Boulard;1706177775;;;;;
120;4041379753999;26 Dryden Hill;$3.17;Chocolate - Milk;1706177775;;;;;
161;3535059546812524;6 Saint Paul Crossing;$8.94;Soup - Campbells Spinach Crm;1706177775;;;;;
66;3580383462018849;5554 Goodland Road;$3.97;Ginger - Fresh;1706177775;;;;;
1;6396137705341260;220 Grayhawk Junction;$3.20;Pork - Kidney;1706177776;;;;;
122;677154559192079444;61759 Westerfield Avenue;$3.84;Vinegar - Balsamic, White;1706177776;;;;;
183;5100140950516569;62 Basil Street;$9.80;Sponge Cake Mix - Vanilla;1706177776;;;;;
33;3565049507349510;66 Mifflin Point;$8.93;Wonton Wrappers;1706177776;;;;;
38;4041374268093673;549 Burning Wood Drive;$0.55;Juice - Apple, 500 Ml;1706177776;;;;;
54;201502626100707;2 Hermina Pass;$8.56;Juice - Lime;1706177776;;;;;
57;372301856006681;44 Welch Plaza;$7.88;Cattail Hearts;1706177776;;;;;
7;3551919183969474;8341 Sunbrook Junction;$3.40;Sugar - Invert;1706177776;;;;;
87;5610625339864139;3897 Jana Parkway;$2.52;Spice - Paprika;1706177776;;;;;
33;30013990129113;9069 Kenwood Point;$9.11;Coffee - Espresso;1706177777;;;;;
66;3578020258806060;1979 Artisan Court;$3.66;Canada Dry;1706177777;;;;;
105;4508470983127931;06874 West Road;$6.20;Oil - Shorteningliqud Fry;1706177778;;;;;
152;3559946954813393;60833 Wayridge Hill;$5.26;Juice - Tomato, 10 Oz;1706177778;;;;;
103;3587546516638514;4 Holmberg Street;$3.47;Cloves - Whole;1706177779;;;;;
171;3568681941682028;265 Armistice Hill;$6.19;Oregano - Dry Rubbed;1706177779;;;;;
23;6387036494311446;62 Stoughton Alley;$0.37;Cheese - Romano, Grated;1706177779;;;;;
122;30309440451440;635 School Center;$3.61;Raisin - Golden;1706177780;;;;;
143;30182111495453;8763 Holy Cross Hill;$1.75;Pepper - Red Thai;1706177780;;;;;
192;375570220708720;9 Crowley Street;$5.56;Rum - White, Gg White;1706177780;;;;;
98;4913790191300171;2397 Brickson Park Parkway;$6.43;Appetiser - Bought;1706177780;;;;;
49;6333294591914696;498 Vermont Hill;$2.70;Wine - Coteaux Du Tricastin Ac;1706177781;;;;;
53;676170787454643795;33 High Crossing Circle;$5.29;Chinese Lemon Pork;1706177781;;;;;
91;3584277409934827;6755 Red Cloud Street;$8.18;Squid U5 - Thailand;1706177781;;;;;
105;3549718910774685;25115 Carioca Drive;$1.87;Rum - Coconut, Malibu;1706177782;;;;;
107;201850401026518;011 Ramsey Pass;$9.53;Rice - Brown;1706177782;;;;;
126;374622251409701;666 Tennyson Court;$7.25;Cookies Cereal Nut;1706177782;;;;;
178;4917846918020900;4731 Bashford Junction;$9.19;Garlic;1706177782;;;;;
199;5602220842989621;538 Anthes Terrace;$5.19;Lobster - Baby, Boiled;1706177782;;;;;
34;3533817079904287;3 Hanover Circle;$3.95;Cake Circle, Paprus;1706177782;;;;;
35;3534231900243882;5 Colorado Court;$4.07;Cardamon Ground;1706177782;;;;;
73;6334089691671274774;03 Glacier Hill Way;$8.81;Oil - Peanut;1706177782;;;;;
193;67615584798593629;60439 Grayhawk Drive;$5.41;Pie Shells 10;1706177783;;;;;
61;4017951363943009;86773 Longview Junction;$9.49;Bar Special K;1706177783;;;;;
64;3569141149373622;9016 Holy Cross Park;$5.90;Chicken Breast Halal;1706177783;;;;;
93;3587571665499914;507 Birchwood Way;$7.19;Relish;1706177783;;;;;
147;3564777366550015;2229 Londonderry Street;$6.69;Tea - Herbal - 6 Asst;1706177784;;;;;
155;3553921670288978;4 Holmberg Parkway;$4.66;Wine - Fino Tio Pepe Gonzalez;1706177784;;;;;
41;374622923772528;2540 Annamark Avenue;$0.27;Higashimaru Usukuchi Soy;1706177784;;;;;
199;3568499757571551;70134 Derek Park;$0.85;Wine - White, Lindemans Bin 95;1706177785;;;;;
36;4905077393126783011;071 Spaight Plaza;$4.03;Bread - Bagels, Mini;1706177785;;;;;
38;3562439216277628;99333 Haas Park;$8.91;Sun - Dried Tomatoes;1706177785;;;;;
55;30366901054782;68 Hayes Pass;$2.43;Dried Cranberries;1706177785;;;;;
1;3533842232431705;270 Buell Way;$3.81;Wine - Niagaravqa Reisling;1706177786;;;;;
17;3571709284525648;8286 Cordelia Place;$5.44;Coffee Caramel Biscotti;1706177786;;;;;
177;5100144111970467;35 Porter Crossing;$8.01;Lid Tray - 12in Dome;1706177786;;;;;
34;5108757454543930;8 Colorado Pass;$2.93;Mayonnaise;1706177786;;;;;
40;490549771466880165;416 Upham Alley;$6.02;Bread - Petit Baguette;1706177787;;;;;
68;6380290294803378;09475 Lakewood Court;$3.70;Quinoa;1706177788;;;;;
70;5602216561834436;8 Hallows Street;$9.54;Gooseberry;1706177788;;;;;
125;5602252721268504;623 Del Sol Drive;$8.61;Muffin Mix - Oatmeal;1706177789;;;;;
149;3588897591187458;34723 Shelley Plaza;$6.97;Cheese - Provolone;1706177789;;;;;
199;4175000226128289;8578 Farwell Alley;$0.99;External Supplier;1706177789;;;;;
28;50206755687485785;39 Weeping Birch Street;$9.78;Capers - Ox Eye Daisy;1706177789;;;;;
125;3553185577656063;19 Messerschmidt Trail;$7.13;Cookie Trail Mix;1706177790;;;;;
20;4844066044919697;95 Troy Road;$6.37;Muffin Batt - Blueberry Passion;1706177790;;;;;
27;3546184103708993;2 Vermont Plaza;$0.44;Wine - Red, Black Opal Shiraz;1706177790;;;;;
136;3551264465952967;6297 Charing Cross Avenue;$5.60;Cake Circle Paprus;1706177791;;;;;
146;3543420446813493;335 Trailsway Avenue;$9.65;Jam - Raspberry;1706177791;;;;;
86;5115218970067962;66458 Scoville Place;$7.43;Instant Coffee;1706177791;;;;;
129;560223464081368393;9 Springs Hill;$2.63;Pasta - Cappellini, Dry;1706177792;;;;;
56;30444325259178;7360 Hintze Court;$3.83;Worcestershire Sauce;1706177792;;;;;
94;3587347022888549;44 Valley Edge Street;$5.52;Vinegar - White;1706177792;;;;;
181;3579493608503845;1835 Onsgard Street;$2.11;Beer - Creemore;1706177793;;;;;
199;675933258203201731;8448 5th Pass;$0.89;Chips - Doritos;1706177793;;;;;
26;6761519432743866170;47 Calypso Park;$6.43;Pepper - Roasted Red;1706177793;;;;;
1;3552229417800837;1 Milwaukee Street;$3.75;Mustard - Individual Pkg;1706177794;;;;;
174;6331101944574253;85 Hollow Ridge Avenue;$5.35;Soup - Verve - Chipotle Chicken;1706177794;;;;;
7;3552328310829495;42182 Del Sol Road;$0.05;Pork - Inside;1706177794;;;;;
72;3577867471997725;9 Gerald Lane;$1.15;Pork - Inside;1706177794;;;;;
77;5602236032230964;26620 Old Gate Plaza;$0.03;Bread - Pumpernickle, Rounds;1706177794;;;;;
79;5007667988381842;781 Shasta Place;$5.74;Pie Shell - 9;1706177794;;;;;
159;201957478400912;26186 Westerfield Crossing;$0.85;Tamarillo;1706177795;;;;;
173;3565799110580931;5 Memorial Street;$4.82;Champagne - Brights Dry;1706177795;;;;;
136;6399900208826161;25 Gina Place;$3.85;Nut - Hazelnut, Whole;1706177796;;;;;
195;5201799724105369;75 Golf Way;$5.07;Wine - White Gewurtzraminer;1706177796;;;;;
27;3580928068586068;06 Pine View Drive;$6.75;Blueberries - Frozen;1706177796;;;;;
81;36176967033826;0276 Mayer Court;$8.37;Dc Hikiage Hira Huba;1706177796;;;;;
170;3552908551682057;42179 Lakewood Road;$9.56;Rosemary - Dry;1706177797;;;;;
18;3573426188647919;6 Messerschmidt Circle;$9.42;Bread - Rolls Corn;1706177797;;;;;
68;5602229116269560;77782 Bultman Plaza;$0.03;Table Cloth 54x54 Colour;1706177797;;;;;
111;3564144879821716;2 Golf View Lane;$4.49;Glass - Wine, Plastic, Clear 5 Oz;1706177798;;;;;
185;30359448095301;47324 Northfield Avenue;$8.56;Shrimp - 31/40;1706177798;;;;;
51;337941510235327;9800 Rigney Park;$9.95;Pork Casing;1706177798;;;;;
71;5602236491115862;6895 Pawling Way;$1.70;Lentils - Green Le Puy;1706177798;;;;;
98;4175005798535910;01 Declaration Avenue;$7.22;Artichoke - Bottom, Canned;1706177798;;;;;
10;6304224695027172052;2611 Haas Road;$1.23;Rabbit - Saddles;1706177799;;;;;
108;5048375564410677;4785 Bartelt Road;$9.44;Beef - Kobe Striploin;1706177799;;;;;
16;5602243006980079;19 Carberry Trail;$6.20;Shortbread - Cookie Crumbs;1706177799;;;;;
165;3534525585673671;97 Packers Point;$5.89;Olives - Stuffed;1706177799;;;;;
165;5590339235826770;66 Pearson Terrace;$6.58;Yogurt - Strawberry, 175 Gr;1706177799;;;;;
177;4936111713231460192;93 Vahlen Place;$7.53;Turkey - Whole, Fresh;1706177799;;;;;
182;4911658364121074081;51 Village Green Terrace;$0.97;Milk - Condensed;1706177799;;;;;
34;4017952995260432;30 Oneill Trail;$1.52;Cake Slab;1706177799;;;;;
42;3536802483765844;02180 Monica Hill;$7.65;Shrimp - Black Tiger 8 - 12;1706177799;;;;;
159;201914134883643;34 Eagle Crest Pass;$3.83;Beer - Mcauslan Apricot;1706177800;;;;;
49;4508433611646946;38556 Grayhawk Pass;$9.49;Soup - Campbells Lentil;1706177800;;;;;
83;3571941026122612;6 Carey Park;$4.96;Cheese - Cheddar, Medium;1706177800;;;;;
143;30379068204017;8 Bunting Parkway;$5.98;Carrots - Mini Red Organic;1706177801;;;;;
147;3570155045500051;811 South Park;$5.47;The Pop Shoppe - Black Cherry;1706177801;;;;;
166;5100178073896534;787 Portage Park;$5.05;Pineapple - Regular;1706177801;;;;;
185;3555673008796192;8540 Bashford Junction;$8.17;Beef Striploin Aaa;1706177801;;;;;
2;56022449603290789;8008 Fairview Place;$4.43;Soap - Mr.clean Floor Soap;1706177801;;;;;
24;3534955052396219;6 Huxley Avenue;$2.21;Pork - Inside;1706177801;;;;;
4;56022360516256363;351 Sunnyside Avenue;$6.91;Coffee Caramel Biscotti;1706177801;;;;;
67;6706426504063430;0 Schurz Avenue;$5.53;Beer - True North Strong Ale;1706177801;;;;;
92;3542086904863196;70560 Dwight Center;$8.79;Sea Urchin;1706177801;;;;;
124;3550645107644767;1088 Service Parkway;$0.44;Cheese - Provolone;1706177802;;;;;
156;3550535992396484;33 Thierer Parkway;$0.69;Beans - French;1706177802;;;;;
12;3578763803903557;47 Meadow Vale Park;$7.75;Seedlings - Clamshell;1706177803;;;;;
15;3552230250676052;1 Prentice Crossing;$2.04;Sauce Tomato Pouch;1706177803;;;;;
196;3552219957472592;3899 Gateway Lane;$6.69;Absolut Citron;1706177803;;;;;
63;201795845153826;01290 Little Fleur Lane;$0.04;Soupfoamcont12oz 112con;1706177803;;;;;
